5046,"https://www.google.com/search?hl=en&noj=1&complete=0&site=webhp&tbs=cdr%3A1%2Ccd_min%3A1%2F1%2F1990%2Ccd_max%3A4%2F26%2F2013&source=hp&q=Where+do+people+cash+fish+standing+on+stilts&oq=Where+do+people+cash+fish+standing+on+stilts&gs_l=hp.3...6153.11392.0.11488.0.0.0.0.0.0.0.0..0.0...0.0...1c.1.12.hp.P5HzmYlymb8"
5048,"https://www.google.com/search?hl=en&noj=1&complete=0&site=webhp&tbs=cdr%3A1%2Ccd_min%3A1%2F1%2F1990%2Ccd_max%3A4%2F26%2F2013&source=hp&q=Where+do+people+cash+fish+standing+on+stilts&oq=Where+do+people+cash+fish+standing+on+stilts&gs_l=hp.3...6153.11392.0.11488.0.0.0.0.0.0.0.0..0.0...0.0...1c.1.12.hp.P5HzmYlymb8"
5052,"https://www.google.com/search?hl=en&noj=1&complete=0&site=webhp&tbs=cdr%3A1%2Ccd_min%3A1%2F1%2F1990%2Ccd_max%3A4%2F26%2F2013&q=Fishing+on+stilts&oq=Fishing+on+stilts&gs_l=serp.3...18709.20917.0.21067.0.0.0.0.0.0.0.0..0.0...0.0...1c.1.12.serp.XDRgia5-AXk"
5076,"https://www.google.com/search?hl=en&noj=1&complete=0&site=webhp&tbs=cdr%3A1%2Ccd_min%3A1%2F1%2F1990%2Ccd_max%3A4%2F26%2F2013&source=hp&q=Global+Warming+Causes&oq=Global+Warming+Causes&gs_l=hp.3...10437.13304.0.13610.0.0.0.0.0.0.0.0..0.0...0.0...1c.1.12.hp.3dJoj1d919I"
5085,"https://www.google.com/search?hl=en&noj=1&complete=0&site=webhp&tbs=cdr%3A1%2Ccd_min%3A1%2F1%2F1990%2Ccd_max%3A4%2F26%2F2013&source=hp&q=Global+Warming+Causes&oq=Global+Warming+Causes&gs_l=hp.3...10437.13304.0.13610.0.0.0.0.0.0.0.0..0.0...0.0...1c.1.12.hp.3dJoj1d919I"
5113,"https://www.google.com/search?hl=en&noj=1&complete=0&site=webhp&tbs=cdr%3A1%2Ccd_min%3A1%2F1%2F1990%2Ccd_max%3A4%2F26%2F2013&source=hp&q=Global+Warming+Causes&oq=Global+Warming+Causes&gs_l=hp.3...10437.13304.0.13610.0.0.0.0.0.0.0.0..0.0...0.0...1c.1.12.hp.3dJoj1d919I"
5125,"https://www.google.com/search?hl=en&noj=1&complete=0&site=webhp&tbs=cdr%3A1%2Ccd_min%3A1%2F1%2F1990%2Ccd_max%3A4%2F26%2F2013&source=hp&q=Global+Warming+Causes&oq=Global+Warming+Causes&gs_l=hp.3...10437.13304.0.13610.0.0.0.0.0.0.0.0..0.0...0.0...1c.1.12.hp.3dJoj1d919I"
5126,"https://www.google.com/search?hl=en&noj=1&complete=0&site=webhp&tbs=cdr%3A1%2Ccd_min%3A1%2F1%2F1990%2Ccd_max%3A4%2F26%2F2013&q=Global+Warming+consequences+&oq=Global+Warming+consequences+&gs_l=serp.3...432702.435192.0.435312.0.0.0.0.0.0.0.0..0.0...0.0...1c.1.12.serp.R6OfbXvoF0s"
5127,"https://www.google.com/url?url=http://scholar.google.com/scholar_url%3Fhl%3Den%26q%3Dhttp://www.sciencedirect.com/science/article/pii/S0169534799017644%26sa%3DX%26scisig%3DAAGBfm1DxBep2mLTg2A0ArmQgnNjLn-ZCA%26oi%3Dscholarr&rct=j&sa=X&ei=1fODUe2tD5T54APaxoCIBg&ved=0CEEQgAMoADAA&q=Global+Warming+consequences+&usg=AFQjCNHO3o0Ki71YyZgO-ncnLTbXTtwGQQ"
5129,"https://www.google.com/search?hl=en&noj=1&complete=0&site=webhp&tbs=cdr%3A1%2Ccd_min%3A1%2F1%2F1990%2Ccd_max%3A4%2F26%2F2013&q=Global+Warming+consequences+&oq=Global+Warming+consequences+&gs_l=serp.3...432702.435192.0.435312.0.0.0.0.0.0.0.0..0.0...0.0...1c.1.12.serp.R6OfbXvoF0s"
